mese;giorno;ora UTC*;Pioggia mm;Temp. gradi C;Umidita' %;Vento med km/h;Direzione Vento gradi N;Vento max km/h;Direzione Vento max gradi N;Radiaz. KJ/m2;Pressione hPa;Bagnatura Fogliare min.
4;11;14.00;0.0;14.8;47;4;299;10;321;-;-;-
4;11;15.00;0.0;13.7;54;5;306;10;282;-;-;-
4;11;16.00;0.0;14.5;40;3;315;8;309;-;-;-
4;11;17.00;0.0;14.2;35;4;337;6;344;-;-;-
4;11;18.00;0.0;13.7;38;4;341;7;4;-;-;-
4;11;19.00;0.0;13.3;43;2;163;6;149;-;-;-
4;11;20.00;0.0;12.9;41;4;120;10;97;-;-;-
4;11;21.00;0.0;12.2;45;4;86;12;119;-;-;-
4;11;22.00;0.0;11.2;46;3;266;7;121;-;-;-
4;11;23.00;0.0;11.2;46;4;79;8;100;-;-;-
4;11;24.00;0.0;12.1;44;6;166;18;117;-;-;-
4;12;1.00;0.0;11.9;50;7;147;19;98;-;-;-
4;12;2.00;0.0;11.6;51;5;151;11;172;-;-;-
4;12;3.00;0.0;10.9;67;4;24;12;161;-;-;-
4;12;4.00;0.0;10.7;70;3;46;7;47;-;-;-
4;12;5.00;0.0;13.0;50;5;91;12;92;-;-;-
4;12;6.00;0.0;13.2;48;5;152;14;90;-;-;-
4;12;7.00;0.0;14.0;46;2;20;6;204;-;-;-
4;12;8.00;0.0;14.9;39;3;110;10;79;-;-;-
4;12;9.00;0.0;14.2;52;5;241;10;162;-;-;-
4;12;10.00;0.0;14.1;57;4;349;8;233;-;-;-
4;12;11.00;0.0;14.2;61;3;313;7;348;-;-;-
4;12;12.00;0.0;15.3;44;4;315;8;335;-;-;-
4;12;13.00;0.0;15.9;36;4;307;7;324;-;-;-
4;12;14.00;0.0;15.4;45;5;280;10;265;-;-;-
4;12;15.00;0.0;14.3;52;4;328;9;303;-;-;-
4;12;16.00;0.0;14.4;52;4;312;8;284;-;-;-
4;12;17.00;0.0;14.2;52;4;335;8;297;-;-;-
4;12;18.00;0.0;14.1;45;3;357;4;257;-;-;-
4;12;19.00;0.0;14.2;44;2;175;4;252;-;-;-
4;12;20.00;0.0;13.9;51;3;96;6;123;-;-;-
4;12;21.00;0.0;13.6;49;3;71;6;86;-;-;-
4;12;22.00;0.0;13.5;56;2;287;4;298;-;-;-
4;12;23.00;0.0;13.3;57;3;111;10;81;-;-;-
4;12;24.00;0.8;11.9;76;6;88;13;72;-;-;-
4;13;1.00;0.0;12.7;68;7;84;13;74;-;-;-
4;13;2.00;0.0;12.7;72;3;100;9;86;-;-;-
4;13;3.00;0.2;12.8;75;3;104;8;74;-;-;-
4;13;4.00;0.6;12.5;81;5;88;11;99;-;-;-
4;13;5.00;0.0;13.5;71;9;111;19;124;-;-;-
4;13;6.00;0.0;13.7;71;11;112;21;120;-;-;-
4;13;7.00;0.2;13.4;74;11;140;26;120;-;-;-
4;13;8.00;1.4;12.9;83;8;108;23;105;-;-;-
4;13;9.00;0.0;13.3;81;11;117;26;115;-;-;-
4;13;10.00;1.6;12.3;86;14;110;31;104;-;-;-
4;13;11.00;2.2;13.1;84;9;116;21;115;-;-;-
4;13;12.00;0.0;13.8;81;9;110;20;111;-;-;-
4;13;13.00;2.0;13.4;86;9;98;21;119;-;-;-
4;13;14.00;0.2;13.9;81;9;80;19;74;-;-;-
4;13;15.00;0.0;11.7;70;19;76;44;69;-;-;-
4;13;16.00;0.4;9.9;76;28;78;53;77;-;-;-
4;13;17.00;4.4;9.1;80;12;99;44;67;-;-;-
4;13;18.00;3.2;8.6;78;22;76;45;86;-;-;-
4;13;19.00;2.8;8.3;78;24;72;46;64;-;-;-
4;13;20.00;2.2;7.7;77;24;82;47;91;-;-;-
4;13;21.00;0.4;7.8;77;27;85;51;64;-;-;-
4;13;22.00;0.2;8.2;73;27;88;52;89;-;-;-
4;13;23.00;0.0;8.5;71;26;81;49;96;-;-;-
4;13;24.00;0.0;8.7;72;23;80;47;87;-;-;-
4;14;1.00;0.0;8.1;73;27;70;59;67;-;-;-
4;14;2.00;0.0;8.1;72;23;64;44;64;-;-;-
4;14;3.00;0.0;8.5;72;22;65;41;68;-;-;-
4;14;4.00;0.0;8.3;74;18;69;37;59;-;-;-
4;14;5.00;0.2;8.4;74;18;73;36;83;-;-;-
4;14;6.00;0.0;8.7;72;20;80;37;74;-;-;-
4;14;7.00;0.0;9.4;68;14;90;30;64;-;-;-
4;14;8.00;0.0;10.1;66;13;82;35;75;-;-;-
4;14;9.00;0.0;11.1;60;17;56;36;64;-;-;-
4;14;10.00;0.0;12.0;57;17;65;37;51;-;-;-
4;14;11.00;0.0;11.7;58;14;73;31;78;-;-;-
4;14;12.00;0.0;13.0;50;12;61;31;60;-;-;-
4;14;13.00;0.0;11.4;78;7;318;26;324;-;-;-
4;14;14.00;0.0;11.9;71;8;299;21;347;-;-;-
4;14;15.00;0.0;12.2;69;7;306;17;306;-;-;-
4;14;16.00;0.0;12.2;67;5;267;10;290;-;-;-
4;14;17.00;0.0;11.8;67;4;167;7;250;-;-;-
4;14;18.00;0.0;11.7;67;3;162;7;177;-;-;-
4;14;19.00;0.0;11.4;71;5;120;8;121;-;-;-
4;14;20.00;0.0;11.5;65;4;100;7;122;-;-;-
4;14;21.00;0.0;11.0;71;5;202;11;213;-;-;-
4;14;22.00;0.2;10.4;77;5;94;14;88;-;-;-
4;14;23.00;0.0;10.1;78;4;93;8;52;-;-;-
4;14;24.00;0.0;10.1;74;4;131;10;72;-;-;-
4;15;1.00;0.0;9.8;80;4;107;11;154;-;-;-
4;15;2.00;0.0;9.9;77;5;75;11;93;-;-;-
4;15;3.00;0.0;10.2;74;4;125;9;82;-;-;-
4;15;4.00;0.0;10.2;74;3;87;8;75;-;-;-
4;15;5.00;0.0;10.3;73;5;97;13;167;-;-;-
4;15;6.00;0.0;11.0;69;6;118;13;94;-;-;-
4;15;7.00;0.0;12.3;67;8;127;19;92;-;-;-
4;15;8.00;0.0;13.3;65;7;132;19;101;-;-;-
4;15;9.00;0.0;13.8;62;9;126;20;165;-;-;-
4;15;10.00;0.0;16.0;55;9;185;21;126;-;-;-
4;15;11.00;0.0;14.4;68;10;304;27;279;-;-;-
4;15;12.00;0.0;14.1;64;9;320;21;325;-;-;-
4;15;13.00;0.0;14.1;61;10;330;26;329;-;-;-
4;15;14.00;0.0;14.1;62;9;329;17;335;-;-;-
4;15;15.00;0.0;12.6;62;12;75;37;74;-;-;-
4;15;16.00;0.2;10.7;74;21;95;40;110;-;-;-
4;15;17.00;0.0;11.0;69;21;116;40;104;-;-;-
4;15;18.00;0.0;11.2;68;15;81;29;101;-;-;-
4;15;19.00;0.0;11.5;66;12;89;24;125;-;-;-
4;15;20.00;0.0;11.3;65;12;80;21;92;-;-;-
4;15;21.00;0.0;11.3;61;9;104;19;91;-;-;-
4;15;22.00;0.0;11.1;62;17;71;36;74;-;-;-
4;15;23.00;0.0;11.0;62;17;73;35;67;-;-;-
4;15;24.00;0.0;11.2;60;17;66;39;88;-;-;-
4;16;1.00;0.0;11.5;58;19;67;39;81;-;-;-
4;16;2.00;0.0;11.4;58;18;72;51;58;-;-;-
4;16;3.00;0.0;11.8;56;19;61;44;58;-;-;-
4;16;4.00;0.0;11.6;57;19;60;42;68;-;-;-
4;16;5.00;0.0;11.5;58;15;80;43;66;-;-;-
4;16;6.00;0.0;11.8;57;22;81;54;72;-;-;-
4;16;7.00;0.0;12.1;59;19;69;44;68;-;-;-
4;16;8.00;0.0;12.6;55;24;61;52;79;-;-;-
4;16;9.00;0.0;13.1;53;26;63;53;65;-;-;-
4;16;10.00;0.0;13.4;51;22;68;53;76;-;-;-
4;16;11.00;0.0;14.2;47;16;55;35;71;-;-;-
4;16;12.00;0.0;15.1;44;16;65;41;63;-;-;-
4;16;13.00;0.0;15.4;43;18;57;39;37;-;-;-
4;16;14.00;0.0;14.8;47;17;84;40;31;-;-;-
4;16;15.00;0.0;15.1;46;18;77;37;81;-;-;-
4;16;16.00;0.0;14.9;46;24;71;45;79;-;-;-
4;16;17.00;0.0;14.5;47;26;74;48;93;-;-;-
4;16;18.00;0.0;13.6;52;27;66;48;69;-;-;-
4;16;19.00;0.0;13.3;53;24;66;52;66;-;-;-
4;16;20.00;0.0;13.5;52;24;65;48;63;-;-;-
4;16;21.00;0.0;13.1;53;13;52;33;84;-;-;-
4;16;22.00;0.0;12.7;54;8;78;23;5;-;-;-
4;16;23.00;0.0;12.9;51;7;48;26;12;-;-;-
4;16;24.00;0.0;13.1;50;10;58;28;71;-;-;-
4;17;1.00;0.0;13.2;51;19;59;44;94;-;-;-
4;17;2.00;0.0;13.1;51;12;42;33;70;-;-;-
4;17;3.00;0.0;13.2;50;5;77;18;89;-;-;-
4;17;4.00;0.0;13.0;51;4;25;14;62;-;-;-
4;17;5.00;0.0;13.4;50;4;142;11;52;-;-;-
4;17;6.00;0.0;13.9;48;6;24;22;46;-;-;-
4;17;7.00;0.0;14.5;47;4;61;10;153;-;-;-
4;17;8.00;0.0;13.7;58;4;306;11;17;-;-;-
4;17;9.00;0.0;14.1;55;5;271;13;244;-;-;-
4;17;10.00;0.0;18.1;37;9;60;28;33;-;-;-
4;17;11.00;0.0;18.5;36;14;42;41;69;-;-;-
4;17;12.00;0.0;19.3;35;17;68;46;103;-;-;-
4;17;13.00;0.0;19.4;34;14;39;41;10;-;-;-
4;17;14.00;0.0;19.6;32;17;42;44;57;-;-;-
4;17;15.00;0.0;19.5;32;15;75;39;88;-;-;-
4;17;16.00;0.0;18.8;36;14;71;35;107;-;-;-
4;17;17.00;0.0;18.7;35;7;21;26;4;-;-;-
4;17;18.00;0.0;18.8;36;8;27;25;86;-;-;-
4;17;19.00;0.0;18.1;36;8;34;24;76;-;-;-
4;17;20.00;0.0;17.7;38;8;30;20;33;-;-;-
4;17;21.00;0.0;17.0;40;6;353;18;17;-;-;-
4;17;22.00;0.0;17.0;38;8;48;23;43;-;-;-
4;17;23.00;0.0;17.0;38;12;96;26;51;-;-;-
4;17;24.00;0.0;16.3;40;9;47;24;105;-;-;-
4;18;1.00;0.0;15.9;42;6;134;20;115;-;-;-
4;18;2.00;0.0;15.6;43;8;57;22;111;-;-;-
4;18;3.00;0.0;15.3;43;8;52;24;58;-;-;-
4;18;4.00;0.0;15.6;42;7;75;19;95;-;-;-
4;18;5.00;0.0;15.2;43;11;70;25;63;-;-;-
4;18;6.00;0.0;16.0;43;7;90;18;53;-;-;-
4;18;7.00;0.0;16.3;42;3;267;11;73;-;-;-
4;18;8.00;0.0;17.8;39;5;231;12;270;-;-;-
4;18;9.00;0.0;18.8;36;9;8;23;4;-;-;-
4;18;10.00;0.0;19.0;35;12;56;32;21;-;-;-
4;18;11.00;0.0;19.4;37;13;50;33;103;-;-;-
4;18;12.00;0.0;19.6;38;12;95;31;114;-;-;-
4;18;13.00;0.0;19.0;40;15;91;31;79;-;-;-
4;18;14.00;0.0;18.8;40;19;84;38;100;-;-;-
4;18;15.00;0.0;18.9;40;18;96;38;92;-;-;-
4;18;16.00;0.0;18.6;43;18;94;39;91;-;-;-
4;18;17.00;0.0;18.3;44;18;80;37;101;-;-;-
4;18;18.00;0.0;17.6;48;19;84;41;72;-;-;-
4;18;19.00;0.0;17.2;49;21;77;45;69;-;-;-
4;18;20.00;0.0;16.2;52;17;80;44;81;-;-;-
4;18;21.00;0.0;16.1;52;14;75;38;96;-;-;-
4;18;22.00;0.0;15.9;53;16;85;40;78;-;-;-
4;18;23.00;0.0;15.6;54;20;85;41;103;-;-;-
4;18;24.00;0.0;15.3;55;15;76;42;67;-;-;-
4;19;1.00;0.0;15.2;54;9;74;31;86;-;-;-
4;19;2.00;0.0;14.9;55;14;58;46;71;-;-;-
4;19;3.00;0.0;14.8;56;13;94;36;99;-;-;-
4;19;4.00;0.0;14.5;58;7;136;23;82;-;-;-
4;19;5.00;0.0;14.8;54;7;67;21;0;-;-;-
4;19;6.00;0.2;14.7;58;9;56;27;70;-;-;-
4;19;7.00;0.0;15.0;56;6;259;25;77;-;-;-
4;19;8.00;0.0;16.1;50;4;230;13;260;-;-;-
4;19;9.00;0.0;18.1;41;7;47;19;59;-;-;-
4;19;10.00;0.0;16.4;56;6;284;17;309;-;-;-
4;19;11.00;0.0;16.6;59;5;313;11;302;-;-;-
4;19;12.00;0.0;16.7;59;6;314;15;310;-;-;-
4;19;13.00;0.0;17.3;57;8;232;22;232;-;-;-
4;19;14.00;0.0;16.8;55;7;290;18;245;-;-;-
4;19;15.00;0.0;16.7;58;9;275;21;247;-;-;-
4;19;16.00;0.0;16.0;54;6;269;15;241;-;-;-
4;19;17.00;0.0;15.0;64;5;338;11;270;-;-;-
4;19;18.00;0.0;14.6;65;9;97;26;97;-;-;-
4;19;19.00;0.0;15.7;54;13;119;28;98;-;-;-
4;19;20.00;0.0;16.1;52;8;151;23;87;-;-;-
4;19;21.00;0.0;16.2;51;5;158;19;106;-;-;-
4;19;22.00;0.0;15.3;58;5;259;13;51;-;-;-
4;19;23.00;0.0;15.1;60;3;120;7;123;-;-;-
4;19;24.00;0.0;15.3;54;5;147;10;111;-;-;-
4;20;1.00;0.0;15.2;52;5;116;19;90;-;-;-
4;20;2.00;0.0;14.9;53;6;104;14;120;-;-;-
4;20;3.00;0.0;14.7;54;5;97;17;78;-;-;-
4;20;4.00;0.0;14.1;56;12;91;21;113;-;-;-
4;20;5.00;0.0;14.4;56;8;101;13;97;-;-;-
4;20;6.00;0.0;15.1;55;8;93;24;102;-;-;-
4;20;7.00;0.0;15.3;54;14;90;26;83;-;-;-
4;20;8.00;0.0;15.8;53;13;85;22;83;-;-;-
4;20;9.00;0.2;16.0;55;9;184;22;77;-;-;-
4;20;10.00;0.6;13.2;84;7;60;17;226;-;-;-
4;20;11.00;0.0;14.5;72;11;79;25;94;-;-;-
4;20;12.00;0.2;14.5;76;14;87;25;68;-;-;-
4;20;13.00;0.0;16.7;64;15;79;28;78;-;-;-
4;20;14.00;0.0;18.1;53;12;118;25;64;-;-;-
4;20;15.00;0.2;18.1;54;8;55;19;86;-;-;-
4;20;16.00;0.0;17.3;57;12;96;22;100;-;-;-
4;20;17.00;0.0;17.5;56;11;88;24;83;-;-;-
4;20;18.00;0.0;16.9;59;9;70;18;76;-;-;-
4;20;19.00;0.0;15.6;61;10;109;20;85;-;-;-
4;20;20.00;0.0;15.2;60;8;98;18;96;-;-;-
4;20;21.00;0.0;15.0;60;9;108;18;116;-;-;-
4;20;22.00;0.0;15.2;59;8;127;19;110;-;-;-
4;20;23.00;0.0;14.8;60;5;126;15;132;-;-;-
4;20;24.00;0.0;15.0;59;7;150;19;142;-;-;-
4;21;1.00;0.0;15.3;58;6;104;19;84;-;-;-
4;21;2.00;0.0;15.1;58;5;134;21;90;-;-;-
4;21;3.00;0.0;15.1;58;6;131;16;106;-;-;-
4;21;4.00;0.0;14.6;59;5;181;15;117;-;-;-
4;21;5.00;0.0;14.7;60;4;164;13;145;-;-;-
4;21;6.00;0.0;15.8;58;4;186;12;106;-;-;-
4;21;7.00;0.0;17.4;53;4;143;15;107;-;-;-
4;21;8.00;0.0;17.8;49;8;108;17;71;-;-;-
4;21;9.00;0.0;19.0;43;8;58;18;81;-;-;-
4;21;10.00;0.0;19.8;41;7;61;15;44;-;-;-
4;21;11.00;0.0;18.1;51;9;267;15;269;-;-;-
4;21;12.00;0.0;17.5;58;5;296;13;280;-;-;-
4;21;13.00;0.0;18.0;47;9;146;27;169;-;-;-
4;21;14.00;0.0;17.8;51;9;73;19;71;-;-;-
4;21;15.00;0.0;17.0;54;15;86;25;92;-;-;-
4;21;16.00;0.0;17.1;55;15;78;29;97;-;-;-
4;21;17.00;0.0;18.4;46;10;90;27;95;-;-;-
4;21;18.00;0.0;17.9;48;8;93;15;71;-;-;-
4;21;19.00;0.0;16.6;51;4;124;10;79;-;-;-
4;21;20.00;0.0;16.2;53;5;111;14;98;-;-;-
4;21;21.00;0.0;16.0;53;5;130;13;84;-;-;-
4;21;22.00;0.0;15.0;57;4;120;8;110;-;-;-
4;21;23.00;0.0;14.6;60;3;115;7;151;-;-;-
4;21;24.00;0.0;13.6;64;3;98;6;56;-;-;-
4;22;1.00;0.0;13.0;69;4;319;8;118;-;-;-
4;22;2.00;0.0;12.9;66;5;102;9;103;-;-;-
4;22;3.00;0.0;12.6;66;4;115;10;94;-;-;-
4;22;4.00;0.0;11.7;74;2;260;5;58;-;-;-
4;22;5.00;0.0;12.6;69;3;99;6;105;-;-;-
4;22;6.00;0.0;13.4;67;2;357;4;4;-;-;-
4;22;7.00;0.0;13.9;68;3;314;5;8;-;-;-
4;22;8.00;0.0;14.4;71;4;309;8;300;-;-;-
4;22;9.00;0.0;16.4;57;4;307;7;326;-;-;-
4;22;10.00;0.0;15.6;65;5;314;10;327;-;-;-
4;22;11.00;0.0;17.1;50;5;270;9;269;-;-;-
4;22;12.00;0.0;18.5;45;4;309;8;248;-;-;-
4;22;13.00;0.0;17.4;49;5;297;9;299;-;-;-
4;22;14.00;0.0;17.8;54;4;307;9;258;-;-;-
4;22;15.00;0.0;18.1;57;5;298;9;308;-;-;-
4;22;16.00;0.0;18.2;57;4;304;9;342;-;-;-
4;22;17.00;0.0;17.2;60;4;314;7;291;-;-;-
4;22;18.00;0.0;17.1;58;3;326;6;308;-;-;-
4;22;19.00;0.0;16.3;64;3;75;9;75;-;-;-
4;22;20.00;0.0;15.8;67;5;90;9;88;-;-;-
4;22;21.00;0.0;15.2;65;4;70;10;71;-;-;-
4;22;22.00;0.0;14.8;68;3;284;7;74;-;-;-
4;22;23.00;0.0;14.1;77;3;357;8;8;-;-;-
4;22;24.00;0.0;13.7;69;4;88;8;80;-;-;-
4;23;1.00;0.0;13.4;69;3;83;11;99;-;-;-
4;23;2.00;0.0;13.0;66;4;96;9;86;-;-;-
4;23;3.00;0.0;12.7;68;-;-;-;-;-;-;-
4;23;4.00;0.0;13.3;64;-;-;-;-;-;-;-
4;23;5.00;0.0;14.6;58;-;-;-;-;-;-;-
4;23;6.00;0.0;14.7;67;-;335;-;-;-;-;-
4;23;7.00;0.0;14.7;70;3;318;5;308;-;-;-
4;23;8.00;0.0;15.2;69;3;310;8;283;-;-;-
4;23;9.00;0.0;16.4;59;4;269;10;271;-;-;-
4;23;10.00;0.0;17.6;62;5;299;11;284;-;-;-
4;23;11.00;0.0;17.1;57;6;319;12;281;-;-;-
4;23;12.00;0.0;17.5;55;6;319;11;313;-;-;-
4;23;13.00;0.0;17.9;53;6;323;10;306;-;-;-
4;23;14.00;0.0;19.2;49;6;292;13;298;-;-;-
4;23;15.00;0.0;18.7;54;7;309;13;274;-;-;-
4;23;16.00;0.0;17.5;63;6;300;13;305;-;-;-
4;23;17.00;0.0;16.8;68;5;354;10;298;-;-;-
4;23;18.00;0.0;16.6;73;3;310;6;267;-;-;-
4;23;19.00;0.0;16.4;78;3;81;7;95;-;-;-
4;23;20.00;0.0;17.2;55;4;156;14;190;-;-;-
4;23;21.00;0.2;16.2;62;6;27;15;111;-;-;-
4;23;22.00;0.0;16.8;58;4;99;12;93;-;-;-
4;23;23.00;0.0;16.9;56;8;113;18;113;-;-;-
4;23;24.00;0.0;16.8;62;10;131;23;149;-;-;-
4;24;1.00;0.0;16.5;66;10;115;22;113;-;-;-
4;24;2.00;0.0;16.6;66;9;126;26;106;-;-;-
4;24;3.00;0.0;16.4;67;12;116;23;118;-;-;-
4;24;4.00;0.0;16.0;70;10;109;26;102;-;-;-
4;24;5.00;0.0;15.9;69;12;116;26;131;-;-;-
4;24;6.00;0.0;15.7;71;11;112;23;116;-;-;-
4;24;7.00;0.0;14.5;81;9;100;22;109;-;-;-
4;24;8.00;0.4;14.4;83;8;114;17;103;-;-;-
4;24;9.00;2.2;14.2;87;8;116;21;132;-;-;-
4;24;10.00;1.0;14.3;86;11;134;27;99;-;-;-
4;24;11.00;0.4;14.6;86;6;131;13;125;-;-;-
4;24;12.00;2.8;14.1;90;6;119;12;116;-;-;-
4;24;13.00;4.0;14.0;90;6;302;12;69;-;-;-
4;24;14.00;1.4;14.0;83;11;76;28;71;-;-;-
4;24;15.00;0.0;14.2;76;13;77;29;60;-;-;-
4;24;16.00;0.0;14.6;65;16;75;36;81;-;-;-
4;24;17.00;0.0;13.5;72;16;331;39;60;-;-;-
4;24;18.00;0.6;13.0;78;7;104;18;317;-;-;-
4;24;19.00;0.2;13.9;69;11;102;27;96;-;-;-
4;24;20.00;0.0;14.6;61;9;320;26;84;-;-;-
4;24;21.00;0.0;13.8;69;7;259;22;273;-;-;-
4;24;22.00;0.0;13.8;68;4;285;8;102;-;-;-
4;24;23.00;0.0;12.8;68;9;95;21;93;-;-;-
4;24;24.00;0.0;12.6;68;14;104;22;85;-;-;-
4;25;1.00;0.0;12.5;68;4;328;13;96;-;-;-
4;25;2.00;0.0;12.5;63;6;92;12;64;-;-;-
4;25;3.00;0.0;12.4;60;6;156;12;146;-;-;-
4;25;4.00;0.0;11.6;65;8;115;14;122;-;-;-
4;25;5.00;0.0;11.9;65;8;160;17;148;-;-;-
4;25;6.00;0.0;14.0;54;10;108;19;113;-;-;-
4;25;7.00;0.0;14.5;53;10;204;23;252;-;-;-
4;25;8.00;0.0;12.8;81;8;288;33;236;-;-;-
4;25;9.00;0.0;12.7;80;5;286;14;296;-;-;-
4;25;10.00;0.0;12.3;82;5;329;13;320;-;-;-
4;25;11.00;0.0;12.6;77;4;318;12;303;-;-;-
4;25;12.00;0.0;12.1;78;6;296;14;287;-;-;-
4;25;13.00;0.0;12.4;78;5;329;15;314;-;-;-
4;25;14.00;0.0;13.2;75;4;318;13;308;-;-;-
4;25;15.00;0.0;14.9;66;8;299;21;271;-;-;-
4;25;16.00;0.0;14.9;66;7;276;17;321;-;-;-
4;25;17.00;0.0;13.9;72;10;273;25;280;-;-;-
4;25;18.00;0.0;13.7;76;13;270;24;278;-;-;-
4;25;19.00;0.0;13.1;81;4;107;13;275;-;-;-
4;25;20.00;0.0;12.7;81;3;117;7;114;-;-;-
4;25;21.00;0.0;12.0;81;4;95;10;118;-;-;-
4;25;22.00;0.0;11.9;82;5;124;8;106;-;-;-
4;25;23.00;0.0;11.1;82;5;81;9;68;-;-;-
4;25;24.00;0.0;10.6;84;4;263;8;74;-;-;-
4;26;1.00;0.0;10.5;84;4;113;10;86;-;-;-
4;26;2.00;0.0;10.7;74;5;93;12;129;-;-;-
4;26;3.00;0.0;10.9;68;4;58;10;138;-;-;-
4;26;4.00;0.0;11.5;59;4;144;11;131;-;-;-
4;26;5.00;0.0;11.7;56;5;167;15;144;-;-;-
4;26;6.00;0.0;12.8;58;7;241;17;236;-;-;-
4;26;7.00;0.0;13.1;65;8;267;21;266;-;-;-
4;26;8.00;0.0;15.0;57;6;330;19;276;-;-;-
4;26;9.00;0.0;14.8;57;6;326;12;310;-;-;-
4;26;10.00;0.0;15.1;55;5;321;9;322;-;-;-
4;26;11.00;0.0;15.9;49;6;265;18;250;-;-;-
4;26;12.00;0.0;15.9;66;10;252;18;241;-;-;-
4;26;13.00;0.0;15.8;62;12;256;21;267;-;-;-
4;26;14.00;0.0;15.3;62;13;254;23;262;-;-;-
4;26;15.00;0.0;14.9;66;6;323;13;272;-;-;-
4;26;16.00;0.0;14.6;69;5;324;9;317;-;-;-
4;26;17.00;0.0;14.6;67;3;322;6;2;-;-;-
4;26;18.00;0.0;14.8;56;3;276;6;12;-;-;-
4;26;19.00;0.0;14.2;57;4;74;9;64;-;-;-
4;26;20.00;0.0;13.8;53;5;117;9;70;-;-;-
4;26;21.00;0.0;13.4;46;4;112;7;79;-;-;-
4;26;22.00;0.0;13.3;49;4;94;9;106;-;-;-
4;26;23.00;0.0;13.1;56;3;247;8;128;-;-;-
4;26;24.00;0.0;14.2;50;4;116;17;89;-;-;-
4;27;1.00;0.0;13.3;54;6;183;13;119;-;-;-
4;27;2.00;0.0;13.6;54;5;81;17;95;-;-;-
4;27;3.00;0.0;13.3;55;14;117;29;97;-;-;-
4;27;4.00;0.0;13.4;55;10;96;24;93;-;-;-
4;27;5.00;0.0;13.4;55;13;87;26;102;-;-;-
4;27;6.00;0.0;13.9;53;10;96;20;104;-;-;-
4;27;7.00;0.0;15.2;48;12;92;24;80;-;-;-
4;27;8.00;0.0;16.8;43;6;56;13;67;-;-;-
4;27;9.00;0.0;18.1;37;7;256;16;77;-;-;-
4;27;10.00;0.0;16.1;55;8;319;15;257;-;-;-
4;27;11.00;0.0;16.8;55;6;296;12;271;-;-;-
4;27;12.00;0.0;18.3;41;6;286;12;256;-;-;-
4;27;13.00;0.0;18.4;48;8;278;14;281;-;-;-
4;27;14.00;0.0;17.3;53;6;266;12;276;-;-;-
4;27;15.00;0.0;16.9;60;6;318;12;266;-;-;-
4;27;16.00;0.0;17.1;46;4;311;9;317;-;-;-
4;27;17.00;0.0;16.8;53;4;310;9;273;-;-;-
4;27;18.00;0.0;16.2;59;3;239;7;292;-;-;-
4;27;19.00;0.0;15.1;75;3;300;7;235;-;-;-
4;27;20.00;0.0;14.3;59;4;76;9;70;-;-;-
4;27;21.00;0.0;13.8;61;6;75;10;74;-;-;-
4;27;22.00;0.0;13.1;61;5;86;10;83;-;-;-
4;27;23.00;0.0;12.8;59;4;83;7;88;-;-;-
4;27;24.00;0.0;12.3;57;4;73;7;71;-;-;-
4;28;1.00;0.0;12.2;57;4;106;8;77;-;-;-
4;28;2.00;0.0;12.3;53;3;89;6;69;-;-;-
4;28;3.00;0.0;12.1;55;3;80;6;70;-;-;-
4;28;4.00;0.0;12.0;56;4;175;8;94;-;-;-
4;28;5.00;0.0;12.6;54;1;66;4;71;-;-;-
4;28;6.00;0.0;13.7;53;2;14;6;115;-;-;-
4;28;7.00;0.0;14.6;59;3;316;6;13;-;-;-
4;28;8.00;0.0;14.5;65;4;321;6;325;-;-;-
4;28;9.00;0.0;14.2;66;5;330;10;294;-;-;-
4;28;10.00;0.0;14.9;53;4;10;8;312;-;-;-
4;28;11.00;0.0;15.8;55;5;317;8;49;-;-;-
4;28;12.00;0.0;17.2;46;5;304;9;313;-;-;-
4;28;13.00;0.0;17.1;52;5;318;12;292;-;-;-
4;28;14.00;0.0;17.6;35;5;296;12;301;-;-;-
4;28;15.00;0.0;17.4;37;4;284;9;286;-;-;-
4;28;16.00;0.0;16.6;52;5;278;10;242;-;-;-
4;28;17.00;0.0;16.0;56;4;313;8;281;-;-;-
4;28;18.00;0.0;15.7;71;5;258;9;249;-;-;-
4;28;19.00;0.0;14.9;66;4;91;7;97;-;-;-
4;28;20.00;0.0;14.5;67;5;92;9;87;-;-;-
4;28;21.00;0.0;14.3;65;4;78;7;88;-;-;-
4;28;22.00;0.0;14.3;62;5;115;9;80;-;-;-
4;28;23.00;0.0;14.7;56;5;116;9;112;-;-;-
4;28;24.00;0.0;13.7;60;3;76;9;113;-;-;-
4;29;1.00;0.0;13.8;62;3;99;6;61;-;-;-
4;29;2.00;0.0;13.9;60;5;80;10;77;-;-;-
4;29;3.00;0.0;13.7;61;3;36;8;75;-;-;-
4;29;4.00;0.0;13.4;67;3;332;6;10;-;-;-
4;29;5.00;0.0;13.5;69;2;355;4;24;-;-;-
4;29;6.00;0.0;14.5;61;3;59;7;106;-;-;-
4;29;7.00;0.0;14.1;64;3;12;9;18;-;-;-
4;29;8.00;0.0;15.1;60;3;9;6;19;-;-;-
4;29;9.00;0.0;15.7;60;4;307;13;330;-;-;-
4;29;10.00;0.0;17.2;55;4;321;9;301;-;-;-
4;29;11.00;0.0;16.5;64;4;312;9;292;-;-;-
4;29;12.00;0.0;17.4;57;5;317;12;327;-;-;-
4;29;13.00;0.0;18.7;55;5;291;10;303;-;-;-
4;29;14.00;0.0;18.0;57;5;308;10;330;-;-;-
